name,city,state,online_only,undergrads
Episcopal Theological Seminary of the Southwest,Austin,TX,0,NULL
Exposito School of Hair Design,Amarillo,TX,0,38
Miami International University of Art & Design-Art Institute Dallas,Dallas,TX,0,475
Fort Worth Beauty School,Benbrook,TX,0,75
Frank Phillips College,Borger,TX,0,591
Galveston College,Galveston,TX,0,1695
Grayson College,Denison,TX,0,3240
Hallmark University,San Antonio,TX,0,837
Hardin-Simmons University,Abilene,TX,0,1687
Trinity Valley Community College,Athens,TX,0,6233
Hill College,Hillsboro,TX,0,2578
Houston Baptist University,Houston,TX,0,2623
University of Houston-Clear Lake,Houston,TX,0,6424
Houston Community College,Houston,TX,0,55990
University of Houston-Downtown,Houston,TX,0,13028
University of Houston-Victoria,Victoria,TX,0,3306
University of Houston,Houston,TX,0,37631
Howard College,Big Spring,TX,0,1993
Howard Payne University,Brownwood,TX,0,817
Huston-Tillotson University,Austin,TX,0,1112
University of the Incarnate Word,San Antonio,TX,0,5055
Jacksonville College-Main Campus,Jacksonville,TX,0,258
Jarvis Christian College,Hawkins,TX,0,849
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,0,129
Kilgore College,Kilgore,TX,0,3835
Lamar University,Beaumont,TX,0,8302
Lamar State College-Orange,Orange,TX,0,1792
Lamar State College-Port Arthur,Port Arthur,TX,0,2477
Laredo Beauty College Inc,Laredo,TX,0,130
Laredo College,Laredo,TX,0,9728
Texas A & M International University,Laredo,TX,0,7189
Lee College,Baytown,TX,0,7427
LeTourneau University,Longview,TX,0,1776
Lincoln College of Technology-Grand Prairie,Grand Prairie,TX,0,1339
Lubbock Christian University,Lubbock,TX,0,1332
College of the Mainland,Texas City,TX,0,3118
University of Mary Hardin-Baylor,Belton,TX,0,3333
McLennan Community College,Waco,TX,0,6495
McMurry University,Abilene,TX,0,1128
Covenant School of Nursing and Allied Health,Lubbock,TX,0,363
Midland College,Midland,TX,0,3097
Midwestern State University,Wichita Falls,TX,0,5170
William Edge Institute,New Braunfels,TX,0,43
Wade College,Dallas,TX,0,182
Southern Careers Institute-Austin,Austin,TX,0,596
Mountain View College,Dallas,TX,0,7822
Tint School of Makeup & Cosmetology,Irving,TX,0,128
Navarro College,Corsicana,TX,0,8173
Lone Star College System,The Woodlands,TX,0,55219
North Lake College,Irving,TX,0,8324
University of North Texas,Denton,TX,0,32159
Northeast Texas Community College,Mount Pleasant,TX,0,2053
Oblate School of Theology,San Antonio,TX,0,NULL
Ocean Corporation,Houston,TX,0,182
Odessa College,Odessa,TX,0,4921
Ogle School Hair Skin Nails-Arlington,Arlington,TX,0,268
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,0,278
Our Lady of the Lake University,San Antonio,TX,0,1328
The University of Texas Rio Grande Valley,Edinburg,TX,0,24902
Texas Southmost College,Brownsville,TX,0,4350
Panola College,Carthage,TX,0,1636
Paris Junior College,Paris,TX,0,3006
Paul Quinn College,Dallas,TX,0,552
Prairie View A & M University,Prairie View,TX,0,8109
Ranger College,Ranger,TX,0,2041
Aviation Institute of Maintenance-Houston,Houston,TX,0,229
Rice University,Houston,TX,0,3978
Richland College,Dallas,TX,0,14108
Saint Edward's University,Austin,TX,0,3404
St Philip's College,San Antonio,TX,0,8983
University of St Thomas,Houston,TX,0,2047
Sam Houston State University,Huntsville,TX,0,18805
San Antonio College,San Antonio,TX,0,16389
San Jacinto Community College,Pasadena,TX,0,25285
Schreiner University,Kerrville,TX,0,1168
Seguin Beauty School-Seguin,Seguin,TX,0,28
St. Mary's University,San Antonio,TX,0,2252
South Plains College,Levelland,TX,0,7835
South Texas Barber College Inc,Corpus Christi,TX,0,50
South Texas College of Law Houston,Houston,TX,0,NULL
South Texas Vocational Technical Institute-Weslaco,Weslaco,TX,0,389
Platt College-STVT-McAllen,McAllen,TX,0,377
Southern Methodist University,Dallas,TX,0,6679
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,0,29
Southwest Texas Junior College,Uvalde,TX,0,3610
Southwestern Assemblies of God University,Waxahachie,TX,0,1630
Southwestern University,Georgetown,TX,0,1507
Stephen F Austin State University,Nacogdoches,TX,0,10230
Texas State University,San Marcos,TX,0,33917
Southwestern Adventist University,Keene,TX,0,660
Southwestern Christian College,Terrell,TX,0,106
Sul Ross State University,Alpine,TX,0,1847
Tarleton State University,Stephenville,TX,0,11350
Tarrant County College District,Fort Worth,TX,0,38682
Temple College,Temple,TX,0,4664
University of Texas Southwestern Medical Center,Dallas,TX,0,NULL
The University of Texas Health Science Center at San Antonio,San Antonio,TX,0,808
The University of Texas Medical Branch at Galveston,Galveston,TX,0,786
Texarkana College,Texarkana,TX,0,2204
Texas A & M University-Kingsville,Kingsville,TX,0,5265
Texas A & M University-College Station,College Station,TX,0,53119
The University of Texas at Arlington,Arlington,TX,0,34422
The University of Texas at Austin,Austin,TX,0,39783
The University of Texas at Dallas,Richardson,TX,0,20972
The University of Texas at El Paso,El Paso,TX,0,21335
The University of Texas at Tyler,Tyler,TX,0,6616
Texas Chiropractic College Foundation Inc,Pasadena,TX,0,NULL
Texas Christian University,Fort Worth,TX,0,9442
Texas College,Tyler,TX,0,940
University of North Texas Health Science Center,Fort Worth,TX,0,NULL
Texas Lutheran University,Seguin,TX,0,1407
The University of Texas Permian Basin,Odessa,TX,0,3423
The University of Texas at San Antonio,San Antonio,TX,0,27573
Texas Southern University,Houston,TX,0,7092
Texas Tech University,Lubbock,TX,0,31172
Texas Wesleyan University,Fort Worth,TX,0,1483
Texas Woman's University,Denton,TX,0,9418
Trinity University,San Antonio,TX,0,2428
The University of Texas Health Science Center at Houston,Houston,TX,0,671
Texas Tech University Health Sciences Center,Lubbock,TX,0,1478
Tyler Junior College,Tyler,TX,0,9525
Universal Technical Institute of Texas Inc.,Houston,TX,0,1479
UCAS University of Cosemtology Arts & Sciences-McAllen,McAllen,TX,0,155
Vernon College,Vernon,TX,0,2906
Victoria Beauty College Inc,Victoria,TX,0,77
Victoria College,Victoria,TX,0,2985
Vogue College of Cosmetology-McAllen,McAllen,TX,0,267
Wayland Baptist University,Plainview,TX,0,2812
Weatherford College,Weatherford,TX,0,5837
West Texas A & M University,Canyon,TX,0,7338
Western Texas College,Snyder,TX,0,717
Wharton County Junior College,Wharton,TX,0,6229
Wiley College,Marshall,TX,0,711
AmeriTech College-Provo,Provo,UT,0,29
Bridgerland Technical College,Logan,UT,0,1208
Brigham Young University,Provo,UT,0,31292
Brigham Young University-Hawaii,Laie,HI,0,2974
Broadview University-West Jordan,West Jordan,UT,0,151
Cameo College of Essential Beauty,Murray,UT,0,217
Collectiv Academy,Sandy,UT,0,22
Davis Technical College,Kaysville,UT,0,2330
Dixie State University,Saint George,UT,0,8093
Evans Hairstyling College-Cedar City,Cedar City,UT,0,56
Evans Hairstyling College-St George,Saint George,UT,0,68
Paul Mitchell the School-Salt Lake City,Holladay,UT,0,318
Eagle Gate College-Murray,Murray,UT,0,215
Ensign College,Salt Lake City,UT,0,1909
Ogden-Weber Technical College,Ogden,UT,0,1761
Snow College,Ephraim,UT,0,3221
Southern Utah University,Cedar City,UT,0,7534
Stevens-Henager College,West Haven,UT,0,187
Stevens-Henager College,Orem,UT,0,95
Uintah Basin Technical College,Roosevelt,UT,0,207
Utah State University,Logan,UT,0,20913
Utah Valley University,Orem,UT,0,28314
Salt Lake Community College,Salt Lake City,UT,0,21033
University of Utah,Salt Lake City,UT,0,23432
Weber State University,Ogden,UT,0,17003
Westminster College,Salt Lake City,UT,0,1716
Bennington College,Bennington,VT,0,698
Castleton University,Castleton,VT,0,1829
Champlain College,Burlington,VT,0,3605
Community College of Vermont,Montpelier,VT,0,3232
Goddard College,Plainfield,VT,0,165
Northern Vermont University,Johnson,VT,0,1897
Marlboro College,Marlboro,VT,0,151
Middlebury College,Middlebury,VT,0,2555
New England Culinary Institute,Montpelier,VT,0,58
Norwich University,Northfield,VT,0,3196
O'Briens Aveda Institute,Williston,VT,0,30
Saint Michael's College,Colchester,VT,0,1551
SIT Graduate Institute,Brattleboro,VT,0,NULL
Sterling College,Craftsbury Common,VT,0,119
Vermont Law School,South Royalton,VT,0,NULL
Vermont Technical College,Randolph,VT,0,1369
University of Vermont,Burlington,VT,0,10700
Paul Mitchell the School-Roanoke,Roanoke,VA,0,111
Advanced Technology Institute,Virginia Beach,VA,0,504
Averett University,Danville,VA,0,884
Blue Ridge Community College,Weyers Cave,VA,0,2774
Bluefield College,Bluefield,VA,0,829
Bridgewater College,Bridgewater,VA,0,1709
William & Mary,Williamsburg,VA,0,6240
Regent University,Virginia Beach,VA,0,4121
Central School of Practical Nursing,Norfolk,VA,0,24
Central Virginia Community College,Lynchburg,VA,0,2191
Christopher Newport University,Newport News,VA,0,4826
Suffolk Beauty Academy,Suffolk,VA,0,15
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,0,1703
Radford University-Carilion,Roanoke,VA,0,706
Dabney S Lancaster Community College,Clifton Forge,VA,0,555
Danville Community College,Danville,VA,0,1546
Eastern Virginia Medical School,Norfolk,VA,0,NULL
Centura College-Virginia Beach,Virginia Beach,VA,0,107
Emory & Henry College,Emory,VA,0,999
Eastern Mennonite University,Harrisonburg,VA,0,967
Eastern Shore Community College,Melfa,VA,0,397
Ferrum College,Ferrum,VA,0,1044
George Mason University,Fairfax,VA,0,26013
Germanna Community College,Locust Grove,VA,0,5236
Hampden-Sydney College,Hampden-Sydney,VA,0,993
Hampton University,Hampton,VA,0,3705
Hollins University,Roanoke,VA,0,666
J Sargeant Reynolds Community College,Richmond,VA,0,6775
James Madison University,Harrisonburg,VA,0,19655
John Tyler Community College,Chester,VA,0,6379
Liberty University,Lynchburg,VA,0,46438
Longwood University,Farmville,VA,0,3618
Lord Fairfax Community College,Middletown,VA,0,3850
University of Lynchburg,Lynchburg,VA,0,1850
Centra College,Lynchburg,VA,0,369
Mary Baldwin University,Staunton,VA,0,1367
University of Mary Washington,Fredericksburg,VA,0,4160
Marymount University,Arlington,VA,0,2127
Sovah School of Health Professions,Danville,VA,0,11
Mountain Empire Community College,Big Stone Gap,VA,0,1397
American National University,Salem,VA,0,741
New River Community College,Dublin,VA,0,2290
Sentara College of Health Sciences,Chesapeake,VA,0,321
Tidewater Tech-Trades,Norfolk,VA,0,420
Norfolk State University,Norfolk,VA,0,5083
Northern Virginia Community College,Annandale,VA,0,36485
Old Dominion University,Norfolk,VA,0,18965
Patrick Henry Community College,Martinsville,VA,0,1534
Paul D Camp Community College,Franklin,VA,0,666
Southside College of Health Sciences,Colonial Heights,VA,0,112
Piedmont Virginia Community College,Charlottesville,VA,0,3093
Radford University,Radford,VA,0,7214
Sylvain Melloul International Hair Academy,Lynchburg,VA,0,126
Randolph-Macon College,Ashland,VA,0,1530
Randolph College,Lynchburg,VA,0,547
Rappahannock Community College,Glenns,VA,0,1424
Fortis College-Norfolk,Norfolk,VA,0,378
Richard Bland College,South Prince George,VA,0,888
Bon Secours Memorial College of Nursing,Richmond,VA,0,448
University of Richmond,University of Richmond,VA,0,3110
Riverside College of Health Careers,Newport News,VA,0,305
Roanoke College,Salem,VA,0,1953
Bon Secours St Mary's Hospital School of Medical Imaging,Richmond,VA,0,31
Shenandoah University,Winchester,VA,0,2036
Southeastern Free Will Baptist Bible College,Wendell,NC,0,58
Southern Virginia University,Buena Vista,VA,0,1052
Southside Virginia Community College,Alberta,VA,0,1710
Southwest Virginia Community College,Cedar Bluff,VA,0,1636
Staunton School of Cosmetology,Staunton,VA,0,26
Strayer University-Virginia,Arlington,VA,0,4319
Sweet Briar College,Sweet Briar,VA,0,334
Thomas Nelson Community College,Hampton,VA,0,5605
Tidewater Community College,Norfolk,VA,0,15801
Union Presbyterian Seminary,Richmond,VA,0,NULL
The University of Virginia's College at Wise,Wise,VA,0,1122
Virginia Highlands Community College,Abingdon,VA,0,1499
Virginia Polytechnic Institute and State University,Blacksburg,VA,0,29196
Virginia Western Community College,Roanoke,VA,0,3951
Virginia Commonwealth University,Richmond,VA,0,22065
University of Virginia-Main Campus,Charlottesville,VA,0,16723
Virginia Military Institute,Lexington,VA,0,1698
Asher Institute of Hampton,Hampton,VA,0,38
Virginia University of Lynchburg,Lynchburg,VA,0,229
Virginia State University,Petersburg,VA,0,4019
Virginia Union University,Richmond,VA,0,1070
Virginia Wesleyan University,Virginia Beach,VA,0,1321
Washington and Lee University,Lexington,VA,0,1843
Wytheville Community College,Wytheville,VA,0,1412
Bellevue College,Bellevue,WA,0,6168
Bellingham Technical College,Bellingham,WA,0,276
Big Bend Community College,Moses Lake,WA,0,1606
Central Washington University,Ellensburg,WA,0,10946
Centralia College,Centralia,WA,0,1755
City University of Seattle,Seattle,WA,0,659
Paul Mitchell the School-Richland,Richland,WA,0,284
Clark College,Vancouver,WA,0,8550
Clover Park Technical College,Lakewood,WA,0,1894
Columbia Basin College,Pasco,WA,0,6173
Cornish College of the Arts,Seattle,WA,0,599
Divers Institute of Technology,Seattle,WA,0,231
Eastern Washington University,Cheney,WA,0,9829
Edmonds College,Lynnwood,WA,0,3354
Everett Community College,Everett,WA,0,5497
Paroba College of Cosmetology,Everett,WA,0,109
The Evergreen State College,Olympia,WA,0,2527
Pierce College District,Lakewood,WA,0,5139
Glen Dow Academy of Hair Design,Spokane,WA,0,128
Gonzaga University,Spokane,WA,0,5128
Grays Harbor College,Aberdeen,WA,0,1311
Green River College,Auburn,WA,0,5984
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,0,41
Heritage University,Toppenish,WA,0,790
Highline College,Des Moines,WA,0,4092
International Air and Hospitality Academy,Vancouver,WA,0,112
Bastyr University,Kenmore,WA,0,141
Highlights Beauty Schools,Mountlake Terrace,WA,0,109
Bates Technical College,Tacoma,WA,0,794
Lake Washington Institute of Technology,Kirkland,WA,0,1664
Lower Columbia College,Longview,WA,0,1509
BJ's Beauty & Barber College,Tacoma,WA,0,65
North Seattle College,Seattle,WA,0,2887
Northwest University,Kirkland,WA,0,903
Olympic College,Bremerton,WA,0,4679
Perry Technical Institute,Yakima,WA,0,954
Pacific Lutheran University,Tacoma,WA,0,2650
Peninsula College,Port Angeles,WA,0,1304
University of Puget Sound,Tacoma,WA,0,2298
Renton Technical College,Renton,WA,0,1304
Saint Martin's University,Lacey,WA,0,1354
South Seattle College,Seattle,WA,0,2031
Seattle Central College,Seattle,WA,0,2881
Seattle Pacific University,Seattle,WA,0,2709
Seattle University,Seattle,WA,0,4618
Shoreline Community College,Shoreline,WA,0,2846
Skagit Valley College,Mount Vernon,WA,0,3695
South Puget Sound Community College,Olympia,WA,0,3931
Spokane Community College,Spokane,WA,0,5411
Spokane Falls Community College,Spokane,WA,0,4868
Stylemaster College of Hair Design,Longview,WA,0,48
Tacoma Community College,Tacoma,WA,0,5700
Walla Walla Community College,Walla Walla,WA,0,2331
Walla Walla University,College Place,WA,0,1597
Washington State University,Pullman,WA,0,25653
University of Washington-Seattle Campus,Seattle,WA,0,30839
Wenatchee Valley College,Wenatchee,WA,0,2460
Western Washington University,Bellingham,WA,0,15098
Whatcom Community College,Bellingham,WA,0,2696
Whitman College,Walla Walla,WA,0,1545
Whitworth University,Spokane,WA,0,2403
Yakima Valley College,Yakima,WA,0,3176
Alderson Broaddus University,Philippi,WV,0,821
Appalachian Beauty School,Belfry,KY,0,28
Appalachian Bible College,Mount Hope,WV,0,189
B M Spurr School of Practical Nursing,Glen Dale,WV,0,24
Ben Franklin Career Center,Dunbar,WV,0,44
Bethany College,Bethany,WV,0,503
Bluefield State College,Bluefield,WV,0,1228
Cabell County Career Technology Center,Huntington,WV,0,104
Charleston School of Beauty Culture,Charleston,WV,0,87
University of Charleston,Charleston,WV,0,1893
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,0,50
Concord University,Athens,WV,0,1496
Davis & Elkins College,Elkins,WV,0,758
Fairmont State University,Fairmont,WV,0,3375
Glenville State College,Glenville,WV,0,1152
Huntington Junior College,Huntington,WV,0,277
James Rumsey Technical Institute,Martinsburg,WV,0,103
Ralph R Willis Career and Technical Center,Stollings,WV,0,43
Marshall University,Huntington,WV,0,7750
Mercer County Technical Education Center,Princeton,WV,0,87
Meredith Manor International Equestrian Center,Waverly,WV,0,57
Monongalia County Technical Education Center,Morgantown,WV,0,75
Morgantown Beauty College Inc,Morgantown,WV,0,69
Mountain State College,Parkersburg,WV,0,21
Ohio Valley University,Vienna,WV,0,280
West Virginia University at Parkersburg,Parkersburg,WV,0,1797
Potomac State College of West Virginia University,Keyser,WV,0,1050
Academy of Careers and Technology,Beckley,WV,0,115
Salem University,Salem,WV,0,773
Shepherd University,Shepherdstown,WV,0,2631
Southern West Virginia Community and Technical College,Mount Gay,WV,0,1358
Fred W Eberle Technical Center,Buckhannon,WV,0,116
West Virginia School of Osteopathic Medicine,Lewisburg,WV,0,NULL
West Virginia State University,Institute,WV,0,1643
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,0,57
West Liberty University,West Liberty,WV,0,1941
West Virginia University Institute of Technology,Beckley,WV,0,1212
West Virginia Wesleyan College,Buckhannon,WV,0,1121
West Virginia Junior College-Charleston,Cross Lanes,WV,0,179
West Virginia Junior College-Morgantown,Morgantown,WV,0,567
International Beauty School 4,Martinsburg,WV,0,88
West Virginia Northern Community College,Wheeling,WV,0,1069
West Virginia University,Morgantown,WV,0,20272
Wheeling University,Wheeling,WV,0,526
Wood County School of Practical Nursing,Parkersburg,WV,0,19
VICI Beauty School,Greenfield,WI,0,120
Alverno College,Milwaukee,WI,0,1091
Madison Area Technical College,Madison,WI,0,10596
Bellin College,Green Bay,WI,0,383
Beloit College,Beloit,WI,0,1069
Blackhawk Technical College,Janesville,WI,0,2157
Cardinal Stritch University,Milwaukee,WI,0,976
Carroll University,Waukesha,WI,0,2885
Carthage College,Kenosha,WI,0,2622
Columbia College of Nursing,Glendale,WI,0,122
Concordia University-Wisconsin,Mequon,WI,0,3028
Edgewood College,Madison,WI,0,1330
Fox Valley Technical College,Appleton,WI,0,6293
Gateway Technical College,Kenosha,WI,0,5603
The Professional Hair Design Academy,Eau Claire,WI,0,33
Lakeland University,Plymouth,WI,0,1706
Lakeshore Technical College,Cleveland,WI,0,1949
Lawrence University,Appleton,WI,0,1425
Maranatha Baptist University,Watertown,WI,0,580
Marian University,Fond Du Lac,WI,0,1324
Marquette University,Milwaukee,WI,0,8259
Medical College of Wisconsin,Milwaukee,WI,0,NULL
Mid-State Technical College,Wisconsin Rapids,WI,0,2185
Milwaukee Area Technical College,Milwaukee,WI,0,13521
Milwaukee Institute of Art & Design,Milwaukee,WI,0,866
Milwaukee School of Engineering,Milwaukee,WI,0,2551
Moraine Park Technical College,Fond du Lac,WI,0,2930
Mount Mary University,Milwaukee,WI,0,641
Nashotah House,Nashotah,WI,0,NULL
Nicolet Area Technical College,Rhinelander,WI,0,907
Northcentral Technical College,Wausau,WI,0,3338
Northeast Wisconsin Technical College,Green Bay,WI,0,6339
Northland College,Ashland,WI,0,581
Ripon College,Ripon,WI,0,765
Sacred Heart Seminary and School of Theology,Franklin,WI,0,NULL
Saint Norbert College,De Pere,WI,0,1974
Holy Family College,Manitowoc,WI,0,272
State College of Beauty Culture Inc,Wausau,WI,0,41
Southwest Wisconsin Technical College,Fennimore,WI,0,1449
Viterbo University,La Crosse,WI,0,1722
Chippewa Valley Technical College,Eau Claire,WI,0,4351
Waukesha County Technical College,Pewaukee,WI,0,4628
Western Technical College,La Crosse,WI,0,3900
University of Wisconsin-Whitewater,Whitewater,WI,0,10410
Wisconsin Indianhead Technical College,Shell Lake,WI,0,2662
Wisconsin School of Professional Psychology,Milwaukee,WI,0,NULL
University of Wisconsin-Eau Claire,Eau Claire,WI,0,10331
University of Wisconsin-Green Bay,Green Bay,WI,0,6490
University of Wisconsin-La Crosse,La Crosse,WI,0,9463
Wisconsin Lutheran College,Milwaukee,WI,0,988
University of Wisconsin-Oshkosh,Oshkosh,WI,0,9897
University of Wisconsin-Parkside,Kenosha,WI,0,3799
Herzing University-Madison,Madison,WI,0,1493
University of Wisconsin-Stout,Menomonie,WI,0,7179
University of Wisconsin-Superior,Superior,WI,0,2150
University of Wisconsin-Madison,Madison,WI,0,31185
University of Wisconsin-Milwaukee,Milwaukee,WI,0,19829
University of Wisconsin-Platteville,Platteville,WI,0,7222
University of Wisconsin-River Falls,River Falls,WI,0,5399
University of Wisconsin-Stevens Point,Stevens Point,WI,0,7349
Casper College,Casper,WY,0,2335
Central Wyoming College,Riverton,WY,0,979
Eastern Wyoming College,Torrington,WY,0,623
Laramie County Community College,Cheyenne,WY,0,2713
Northwest College,Powell,WY,0,991
Northern Wyoming Community College District,Sheridan,WY,0,2042
Western Wyoming Community College,Rock Springs,WY,0,1543
Cheeks Beauty Academy,Cheyenne,WY,0,50
WyoTech,Laramie,WY,0,253
University of Wyoming,Laramie,WY,0,9646
American Samoa Community College,Pago Pago,AS,0,992
Guam Community College,Mangilao,GU,0,1516
University of Guam,Mangilao,GU,0,3169
Northern Marianas College,Saipan,MP,0,1228
Institute of Beauty Careers,Arecibo,PR,0,159
Educational Technical College-Recinto de Bayamon,BAYAMON,PR,0,22
American University of Puerto Rico,Bayamon,PR,0,367
American University of Puerto Rico,Manati,PR,0,517
American Educational College,Bayamon,PR,0,357
Antilles School of Technical Careers,San Juan,PR,0,420
Universidad Adventista de las Antillas,Mayaguez,PR,0,1044
Atlantic University College,Guaynabo,PR,0,1617
Universidad Central de Bayamon,Bayamn,PR,0,1074
Columbia Central University-Caguas,Caguas,PR,0,897
Albizu University-San Juan,San Juan,PR,0,563
Caribbean University-Bayamon,Bayamon,PR,0,676
Caribbean University-Carolina,Carolina,PR,0,265
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,0,432
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,0,5202
CEM College-San Juan,San Juan,PR,0,276
Universidad Teologica del Caribe,Trujillo Alto,PR,0,430
Colegio Universitario de San Juan,San Juan,PR,0,1058
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,0,8345
Conservatory of Music of Puerto Rico,San Juan,PR,0,358
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,0,NULL
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,0,1066
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,0,345
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,0,441
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,0,604
Huertas College,Caguas,PR,0,651
Humacao Community College,Humacao,PR,0,411
ICPR Junior College-Arecibo,Arecibo,PR,0,284
ICPR Junior College-Mayaguez,Mayaguez,PR,0,400
Richport Technical College,Gurabo,PR,0,88
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,0,415
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,0,354
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,0,368
Inter American University of Puerto Rico-San German,San German,PR,0,3729
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,0,3741
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,0,3664
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,0,1507
Inter American University of Puerto Rico-Metro,San Juan,PR,0,5313
Inter American University of Puerto Rico-Ponce,Mercedita,PR,0,3856
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,0,1794
Inter American University of Puerto Rico-Guayama,Guayama,PR,0,1640
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,0,4375
Inter American University of Puerto Rico-School of Law,San Juan,PR,0,NULL
International Technical College,San Juan,PR,0,66
Liceo de Arte y Tecnologia,San Juan,PR,0,1014
Modern Hairstyling Institute-Bayamon,Bayamon,PR,0,174
Modern Hairstyling Institute-Arecibo,Arecibo,PR,0,74
NUC University,Bayamon,PR,0,11224
Ponce Health Sciences University,Ponce,PR,0,0
University of Puerto Rico-Aguadilla,Aguadilla,PR,0,2703
University of Puerto Rico-Arecibo,Arecibo,PR,0,3501
University of Puerto Rico-Bayamon,Bayamon,PR,0,3937
University of Puerto Rico-Carolina,Carolina,PR,0,2941
University of Puerto Rico-Cayey,Cayey,PR,0,2843
University of Puerto Rico-Humacao,Humacao,PR,0,3153
University of Puerto Rico-Utuado,Utuado,PR,0,655
University of Puerto Rico-Mayaguez,Mayaguez,PR,0,11888
University of Puerto Rico-Medical Sciences,San Juan,PR,0,329
University of Puerto Rico-Ponce,Ponce,PR,0,2540
University of Puerto Rico-Rio Piedras,San Juan,PR,0,11135
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,0,8092
Universidad del Sagrado Corazon,Santurce,PR,0,4387
Seminario Evangelico de Puerto Rico,San Juan,PR,0,NULL
Universidad Central Del Caribe,Bayamon,PR,0,126
Universidad Politecnica de Puerto Rico,Hato Rey,PR,0,3659
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,0,1067
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,0,12508
College of Micronesia-FSM,Pohnpei,FM,0,1900
Palau Community College,Koror,PW,0,441
University of the Virgin Islands,Charlotte Amalie,VI,0,1744
Stanford University,Stanford,CA,0,6994
Purdue University-Main Campus,West Lafayette,IN,0,34376
Blue Hills Regional Technical School,Canton,MA,0,54
Parker University,Dallas,TX,0,490
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,0,1268
ICPR Junior College,Hato Rey,PR,0,520
City College-Fort Lauderdale,Fort Lauderdale,FL,0,245
Meridian College,Sarasota,FL,0,195
Georgia State University-Perimeter College,Atlanta,GA,0,16559
Georgia Piedmont Technical College,Clarkston,GA,0,2364
ETI School of Skilled Trades,Willowbrook,IL,0,298
Traxlers School of Hair,Jackson,MS,0,89
Warren County Community College,Washington,NJ,0,990
St. John's College,Santa Fe,NM,0,317
Bais Medrash Elyon,Monsey,NY,0,42
Antioch University-Los Angeles,Culver City,CA,0,143
Antioch University-Santa Barbara,Santa Barbara,CA,0,78
Antioch University-New England,Keene,NH,0,NULL
Antioch University-Seattle,Seattle,WA,0,85
Antioch University-Midwest,Yellow Springs,OH,0,2
Mid-America Christian University,Oklahoma City,OK,0,1282
Platt College,Tulsa,OK,0,235
Ponca City Beauty College,Ponca City,OK,0,36
Francis Tuttle Technology Center,Oklahoma City,OK,0,743
Central Technology Center,Drumright,OK,0,1448
Carrington College-Portland,Portland,OR,0,215
Career Technology Center of Lackawanna County,Scranton,PA,0,70
Houston Graduate School of Theology,Houston,TX,0,NULL
Palo Alto College,San Antonio,TX,0,7716
Sebring Career Schools-Huntsville,Huntsville,TX,0,39
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,0,60
Central Texas Beauty College-Round Rock,Round Rock,TX,0,156
Unification Theological Seminary,New York,NY,0,NULL
Athens Technical College,Athens,GA,0,3676
GateWay Community College-Central City,Phoenix,AZ,0,600
Headmasters School of Hair Design,Lewiston,ID,0,42
The Salon Professional Academy-Nampa,Nampa,ID,0,71
Beckfield College-Florence,Florence,KY,0,710
Dorsey School of Business-Wayne,Wayne,MI,0,263
Ecumenical Theological Seminary,Detroit,MI,0,3
Ross Medical Education Center-Saginaw,Saginaw,MI,0,87
Sussex County Community College,Newton,NJ,0,2021
Landmark College,Putney,VT,0,401
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,0,55
Austin Graduate School of Theology,Austin,TX,0,22
Collin County Community College District,McKinney,TX,0,25783
Owensboro Community and Technical College,Owensboro,KY,0,2487
Jenny Lea Academy of Cosmetology,Whitesburg,KY,0,35
Empire Beauty School-Hurstborne,Louisville,KY,0,63
Cloyd's Beauty School 3 Inc,Monroe,LA,0,45
Moore Norman Technology Center,Norman,OK,0,1006
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,0,111
