name,city,state,online_only,undergrads
Paul Mitchell the School-Fort Myers,Fort Myers,FL,0,125
Paul Mitchell the School-Raleigh,Raleigh,NC,0,154
CUNY Stella and Charles Guttman Community College,New York,NY,0,1012
Lil Lou's Beauty and Barber College,Gary,IN,0,63
Criswell College,Dallas,TX,0,172
Beverly Hills Design Institute,Beverly Hills,CA,0,16
Reflections Academy of Beauty,Decatur,IL,0,41
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,La Joya,TX,0,59
Annenberg School of Nursing,Reseda,CA,0,24
American Medical Academy,Miami,FL,0,458
Tooele Technical College,Tooele,UT,0,284
Chamberlain University-Georgia,Atlanta,GA,0,1145
Chamberlain University-Indiana,Indianapolis,IN,0,222
Carrington College-Mesquite,Mesquite,TX,0,66
Sessions College for Professional Design,Tempe,AZ,1,182
Tulsa Welding School-Jacksonville,Jacksonville,FL,0,247
Empire Beauty School-Virginia Beach,Virginia Beach,VA,0,152
Ross Medical Education Center-Morgantown,Morgantown,WV,0,42
Paul Mitchell the School-Ogden,Ogden,UT,0,141
Miami Ad School-New York,Astoria,NY,0,66
Larry's Barber College,Chicago,IL,0,122
Futura Career Institute,Hialeah,FL,0,160
Flair Beauty College,Valencia,CA,0,62
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,0,160
Vogue College of Cosmetology,San Antonio,TX,0,124
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,0,20
College of International Esthetics Inc,Arvada,CO,0,130
Medical Allied Career Center,Santa Fe Springs,CA,0,70
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,0,72
Barber & Beauty Institute of New York,Hempstead,NY,0,42
Salon Institute-Toledo Campus,Toledo,OH,0,124
Curve Metric School of Hair Design,Elmwood Park,IL,0,66
Athena Career Academy,Toledo,OH,0,286
Yeshiva Gedolah Zichron Leyma,Union,NJ,0,22
The Barber School,Midvale,UT,0,158
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,0,583
Rio Grande Valley College,Pharr,TX,0,327
Alexander Academy,Lunenburg,MA,0,67
Aveda Institute-Tucson,Tucson,AZ,0,159
Diamond Beauty College,South El Monte,CA,0,47
Unitek College,South San Francisco,CA,0,216
University Academy of Hair Design,Tuscaloosa,AL,0,47
Florida Institute of Recording Sound and Technology,Orlando,FL,0,297
New Dimensions Beauty Academy Inc,Parker,CO,0,59
Paul Mitchell the School-Reno,Reno,NV,0,194
Boise Barber College,Boise,ID,0,64
Austin Kade Academy,Idaho Falls,ID,0,112
Aesthetic Science Institute,Latham,NY,0,57
Elaine Sterling Institute,Atlanta,GA,0,287
Wade Gordon Hairdressing Academy,Amarillo,TX,0,27
Mitsu Sato Hair Academy,Overland Park,KS,0,56
Florida Vocational Institute,Miami,FL,0,525
SAE Institute of Technology-Atlanta,Atlanta,GA,0,303
Academy di Firenze,Jerome,ID,0,16
SAE Institute of Technology-Miami,North Miami Beach,FL,0,110
Colorado State University-Global Campus,Aurora,CO,1,7740
Paul Mitchell the School-Overland Park,Overland Park,KS,0,165
Medspa Academies,South Jordan,UT,0,202
Brighton Institute of Cosmetology,Brighton,MI,0,49
West Coast University-Dallas,Dallas,TX,0,1020
Stevens-Henager College,St. George,UT,0,65
National American University-Bellevue,Bellevue,NE,0,0
National American University-Mesquite,Mesquite,TX,0,0
Empire Beauty School-Savannah,Savannah,GA,0,145
Ogle School Hair Skin Nails-Denton,Denton,TX,0,134
Empire Beauty School-West Greensboro,Greensboro,NC,0,132
California College San Diego,San Marcos,CA,0,250
Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,0,129
Hays Academy of Hair Design,Salina,KS,0,50
Bellus Academy,Manhattan,KS,0,182
MotoRing Technical Training Institute,East Providence,RI,0,73
Columbia College,Centreville,VA,0,228
Unitek College,Hayward,CA,0,153
Pennsylvania State University-World Campus,University Park,PA,1,0
Medical Career Institute,Ocean,NJ,0,171
Advance Beauty Techs Academy,San Jacinto,CA,0,122
Elevate Salon Institute-Westminster,Westminster,CO,0,49
Brand College,Glendale,CA,0,24
Hinton Barber and Beauty College,Vallejo,CA,0,56
Advanced Career Institute,Visalia,CA,0,637
Digital Film Academy,New York,NY,0,182
MyComputerCareer.edu-Raleigh,Raleigh,NC,0,2043
South University-Austin,Round Rock,TX,0,347
Bryant & Stratton College-Online,Orchard Park,NY,1,5021
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,0,338
Ideal Beauty Academy,Louisville,KY,0,9
Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN,0,116
Mercyhurst University-North East Campus,North East,PA,0,566
Warner Pacific University Professional and Graduate Studies,Portland,OR,0,329
Platt College-Riverside,Riverside,CA,0,473
Savannah Law School,Savannah,GA,0,NULL
Empire Beauty School-Glen Burnie,Glen Burnie,MD,0,88
International School of Cosmetology,Scottsdale,AZ,0,48
United Education Institute-UEI College Stockton,Stockton,CA,0,679
Shiloh University,Kalona,IA,1,17
Ross Medical Education Center-Dayton,Dayton,OH,0,103
Ross Medical Education Center-Ontario,Ontario,OH,0,77
Ross Medical Education Center-Bowling Green,Bowling Green,KY,0,78
Florida Institute of Technology-Online,Melbourne,FL,1,1164
Rasmussen University-Kansas,Topeka,KS,0,611
Columbia Institute,Silver Spring,MD,0,205
School of Missionary Aviation Technology,Ionia,MI,0,27
Ace Cosmetology and Barber Training Center,Waterbury,CT,0,211
California Miramar University,San Diego,CA,0,86
Rocky Vista University,Parker,CO,0,NULL
The College of Health Care Professions-Dallas,Dallas,TX,0,307
The College of Health Care Professions-Fort Worth,Fort Worth,TX,0,508
Shear Finesse Beauty Academy,Jacksonville,FL,0,27
Miami Media School,Doral,FL,0,86
Academy of Salon Professionals,Sedalia,MO,0,42
CyberTex Institute of Technology,Austin,TX,0,159
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,0,302
Gemini School of Visual Arts & Communication,Cedar Park,TX,0,11
Designer Barber & Stylist School,Ft Smith,AR,0,61
Paul Mitchell the School-Woodbridge,Woodbridge,VA,0,159
College of the Muscogee Nation,Okmulgee,OK,0,192
The Salon Professional Academy-Huntsville,Huntsville,AL,0,83
Midwives College of Utah,Salt Lake City,UT,1,213
Aspen Beauty Academy of Laurel,Laurel,MD,0,69
M T Training Center,Grand Prairie,TX,0,171
Berks Career & Technology Center,Leesport,PA,0,52
Future Generations University,Franklin,WV,0,NULL
Carthage R9 School District-Carthage Technical Center,Carthage,MO,0,28
Grace Mission University,Fullerton,CA,0,121
Verve College,Oak Brook,IL,0,147
Sotheby's Institute of Art-NY,New York,NY,0,NULL
Top Nails & Hair Beauty School,Taylorsville,UT,0,125
Santa Ana Beauty College,Santa Ana,CA,0,101
Shepherds College,Union Grove,WI,0,95
Woodruff Medical Training and Testing,Tucker,GA,0,56
Helms College,Macon,GA,0,349
Ukiah Adult School,Ukiah,CA,0,0
Riverside County Office of Education-School of Career Education,Riverside,CA,0,291
Institute of Health Sciences,Hunt Valley,MD,0,124
Mid-South Christian College,Memphis,TN,0,24
New York Institute of Beauty,Islandia,NY,0,206
Ultrasound Medical Institute,Royal Palm Beach,FL,0,89
Xavier College School of Nursing,Stockton,CA,0,81
Lawrence & Company College of Cosmetology,Hanford,CA,0,48
Kaizen Beauty Academy,Pembroke Pines,FL,0,90
Southern Texas Careers Academy,McAllen,TX,0,38
Sharp Edgez Barber Institute,Rochester,NY,0,96
The Salon Professional Academy-Nashville,Nashville,TN,0,48
Prestige Health & Beauty Sciences Academy,North Miami Beach,FL,0,43
California Career Institute,Anaheim,CA,0,147
Grace School of Theology,Conroe,TX,0,223
Yeshiva Gedolah Kesser Torah,Monsey,NY,0,83
Universal Training Institute,Perth Amboy,NJ,0,172
Yeshiva Yesodei Hatorah,Lakewood,NJ,0,61
Center for the Healing Arts,Voorhees,NJ,0,36
Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,0,13
Healthcare Training Institute,Kenner,LA,0,80
J D Academy of Salon and Spa,Danville,CA,0,128
Boca Beauty Academy,Boca Raton,FL,0,100
Paul Mitchell the School-Jersey Shore,Brick,NJ,0,70
City Pointe Beauty Academy,Webb City,MO,0,101
The Chrysm Institute of Esthetics,Virginia Beach,VA,0,166
Belle Academy of Cosmetology LLC,Waterbury,CT,0,10
Empire Beauty School-Augusta,Augusta,GA,0,82
South University-High Point,High Point,NC,0,NULL
Empire Beauty School-Vernon Hills,Vernon Hills,IL,0,64
Empire Beauty School-Stone Park,Stone Park,IL,0,119
Empire Beauty School-Rochester,Rochester,NY,0,73
Ross Medical Education Center-Kokomo,Kokomo,IN,0,79
Ross Medical Education Center-Erlanger,Erlanger,KY,0,101
Ross Medical Education Center-Charleston,Charleston,WV,0,141
InterCoast Colleges-Fairfield,Fairfield,CA,0,136
Southern Careers Institute-San Antonio,San Antonio,TX,0,438
Milan Institute-Merced,Merced,CA,0,319
Midwest Technical Institute-Springfield,Springfield,MO,0,438
Augusta University,Augusta,GA,0,5241
Middle Georgia State University,Macon,GA,0,7123
Trenz Beauty Academy,Calumet City,IL,0,118
Paul Mitchell the School-Denver,Lakewood,CO,0,174
Academy of Interactive Entertainment,Seattle,WA,0,163
Arrojo Cosmetology School,New York,NY,0,50
Cosmetology Academy of Texarkana,Texarkana,TX,0,75
Veritas Baptist College,Greendale,IN,1,168
Lynnes Welding Training,Fargo,ND,0,32
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,0,352
UEI College-Bakersfield,Bakersfield,CA,0,990
National American University-Georgetown,Georgetown,TX,0,26
National American University-Richardson,Richardson,TX,0,0
National American University-Indianapolis,Indianapolis,IN,0,56
DeVry College of New York,New York,NY,0,832
DeVry University-Arizona,Phoenix,AZ,0,267
DeVry University-California,Ontario,CA,0,1682
DeVry University-Colorado,Westminster,CO,0,118
DeVry University-Florida,Miramar,FL,0,548
DeVry University-Georgia,Decatur,GA,0,798
DeVry University-Illinois,Chicago,IL,0,13965
DeVry University-Indiana,Merrillville,IN,0,28
DeVry University-Missouri,Kansas City,MO,0,61
DeVry University-Nevada,Henderson,NV,0,54
DeVry University-New Jersey,Iselin,NJ,0,219
DeVry University-North Carolina,Charlotte,NC,0,47
DeVry University-Ohio,Columbus,OH,0,439
DeVry University-Pennsylvania,Ft. Washington,PA,0,128
DeVry University-Tennessee,Nashville,TN,0,40
DeVry University-Texas,Irving,TX,0,314
DeVry University-Virginia,Arlington,VA,0,150
University of North Georgia,Dahlonega,GA,0,17488
South Georgia State College,Douglas,GA,0,1992
Northeastern University Lifelong Learning Network,Boston,MA,0,1898
Florida Polytechnic University,Lakeland,FL,0,1263
American Institute-Toms River,Toms River,NJ,0,335
The Healthcare Institute,San Antonio,TX,0,29
Alamo City Barber College,San Antonio,TX,0,144
Arizona College-Mesa,Mesa,AZ,0,246
American College of Healthcare and Technology,Huntington Park,CA,0,75
Antioch College,Yellow Springs,OH,0,95
Texas A&M University-Central Texas,Killeen,TX,0,1944
Central Georgia Technical College,Warner Robins,GA,0,6044
Barber School of Pittsburgh,Pittsburgh,PA,0,97
Innovate Salon Academy,South Plainfield,NJ,0,173
Arizona State University Digital Immersion,Scottsdale,AZ,0,34383
Louisiana Delta Community College,Monroe,LA,0,3347
The Fab School,Rancho Cucamonga,CA,0,148
Networks Barber College,Calumet City,IL,0,36
JB's Hair Design and Barber College,Oklahoma City,OK,0,44
Paul Mitchell the School-Lombard,Lombard,IL,0,125
Paul Mitchell the School-Greenville,Greenville,SC,0,166
Divine Crown Barber & Beauty Academy,Harrisburg,PA,0,33
Delta College of Arts & Technology-Lafayette Campus,Lafayette,LA,0,160
Delta College-Slidell Campus,Slidell,LA,0,104
Integrity College of Health,Pasadena,CA,0,30
Electrical Training Center,Copiague,NY,0,192
Alexander Paul Institute of Hair Design,Greenville,NC,0,44
California Technical Academy,Riverside,CA,0,715
More Tech Institute,Hialeah,FL,0,14
Dorsey School of Business-Dearborn,Detroit,MI,0,381
Neecee's Barber College,Abilene,TX,0,47
Bella Cosmetology and Barber College,Greenville,TX,0,105
Franklin Hair Academy School of Cosmetology,Franklin,TN,0,34
California International Business University,San Diego,CA,0,15
Universidad Ana G. Mendez-Online Campus,San Juan,PR,1,515
New Horizons Medical Institute,Norcross,GA,0,39
Ohio Institute of Allied Health,Huber Heights,OH,0,46
Paul Mitchell the School-Ardmore,Ardmore,OK,0,28
Access Careers,Hempstead,NY,0,52
River Valley Cosmetology Institute,Poteau,OK,0,11
Luckes Beauty Academy LLC,Newport  News,VA,0,35
Total Transformation Institute of Cosmetology,San Marcos,TX,0,43
Vibe Barber College,Memphis,TN,0,71
Champ's Barber School,Lancaster,PA,0,26
IGlobal University,Vienna,VA,0,71
East-West Healing Arts Institute,Madison,WI,0,49
Standard Healthcare Services-College of Nursing,Falls Church,VA,0,417
Philadelphia Technician Training,Philadelphia,PA,0,545
Grace International Beauty School,Flushing,NY,0,69
Alliance Computing Solutions,Flushing,NY,0,12
InterAmerican Technical Institute,Miami,FL,0,77
Bay Area Medical Academy,San Francisco,CA,0,101
Mind Body Institute,Madison,TN,0,52
Parisian Spa Institute,Jacksonville,FL,0,165
Creative Touch Cosmetology School,Waterloo,IL,0,2
LaBarberia Institute of Hair,Mayfield Hts,OH,0,68
Setting the Standard Barbering and Natural Hair Academy,Shreveport,LA,0,24
Bos-Man's Barber College,Shreveport,LA,0,27
Lawrence & Company College of Cosmetology,Selma,CA,0,41
Alabama College of Osteopathic Medicine,Dothan,AL,0,NULL
High Desert Medical College,Lancaster,CA,0,704
Paul Mitchell the School-Schenectady,Schenectady,NY,0,108
Beyond Measure Barbering Institute,Mebane,NC,0,39
McDougle Technical  Institute,Pompano Beach,FL,0,189
Barber Institute of Texas,Longview,TX,0,6
Jupiter Beauty Academy,Boston,MA,0,157
MedQuest College,Louisville,KY,0,410
First Coast Barber Academy,Jacksonville,FL,0,46
Debutantes School of Cosmetology and Nail Technology,Dekalb,IL,0,74
Paul Mitchell The School-Farmington Hills,Farmington Hills,MI,0,129
Paul Mitchell the School-Merrillville,Merrillville,IN,0,81
Ricci's Academy of Cosmetology,Newtown,CT,0,100
Yahweh Beauty Academy,Killeen,TX,0,34
Arizona School of Integrative Studies,Tucson,AZ,0,305
Lee Professional Institute,Fort Myers,FL,0,18
Park Place Premier Barber School,New Orleans,LA,0,28
The Salon Professional Academy-San Jose,San Jose,CA,0,174
Tri-Community Adult Education,Covina,CA,0,262
Jolie Health and Beauty Academy-Turnersville,Turnersville,NJ,0,56
Ross Medical Education Center-Owensboro,Owensboro,KY,0,40
Ross Medical Education Center-Evansville,Evansville,IN,0,84
Ross Medical Education Center-Johnson City,Johnson City,TN,0,109
North-West College-Anaheim,Anaheim,CA,0,204
North-West College-Long Beach,Long Beach,CA,0,299
Branford Hall Career Institute-Amityville,Amityville,NY,0,172
Taylor Andrews Academy of Hair Design-Provo,Provo,UT,0,181
University of Florida-Online,Gainesville,FL,1,3327
Ogle School Hair Skin Nails-Stafford,Stafford,TX,0,447
University of Phoenix-Arizona,Phoenix,AZ,0,68833
University of Phoenix-California,Ontario,CA,0,3697
University of Phoenix-Florida,Miramar,FL,0,86
University of Phoenix-Georgia,Atlanta,GA,0,52
University of Phoenix-Michigan,Southfield,MI,0,20
University of Phoenix-Nevada,Las Vegas,NV,0,182
University of Phoenix-North Carolina,Charlotte,NC,0,28
University of Phoenix-Texas,Houston,TX,0,388
University of Phoenix-Virginia,Virginia Beach,VA,0,23
University of Phoenix-Pennsylvania,Philadelphia,PA,0,22
Tint School of Makeup & Cosmetology-Seattle,Seattle,WA,0,69
CEM College-Mayaguez,Mayaguez,PR,0,178
University of West Los Angeles,Inglewood,CA,0,5
Rabbinical College Ohr Yisroel,Brooklyn,NY,0,122
Aveda Institute-Phoenix,Tempe,AZ,0,170
University of North Texas at Dallas,Dallas,TX,0,3419
Dermal Science International Aesthetics and Nail Academy,Reston,VA,0,68
BridgeValley Community & Technical College,South  Charleston,WV,0,1763
Northwest College-Medford,Medford,OR,0,120
Houston Training Schools-Gessner,Houston,TX,0,151
Empire Beauty School-Buffalo,Cheektowaga,NY,0,58
Paul Mitchell the School-Toledo,Sylvania,OH,0,143
Georgia Military College,Milledgeville,GA,0,5457
New Horizons Medical Institute-Winder,Winder,GA,0,28
SAE Institute of Technology-Chicago,Chicago,IL,0,300
Beau Monde Academy of Cosmetology and Barbering,Portland,OR,0,115
Fountain of Youth Academy of Cosmetology,Mars,PA,0,68
California College San Diego,San Diego,CA,0,536
West Coast University-Miami,Doral,FL,0,1010
National American University-Harold D. Buckingham Graduate School,Rapid City,SD,0,NULL
All Beauty College,Kingman,AZ,0,41
Aparicio-Levy Technical College,Tampa,FL,0,173
The Vocational Nursing Institute Inc,Houston,TX,0,11
Hollywood Institute of Beauty Careers-West Palm Beach,West Palm Beach,FL,0,275
Hollywood Institute of Beauty Careers-Casselberry,Casselberry,FL,0,307
Empire Beauty School-Cheltenham,Wyncote,PA,0,113
High Tech High Graduate School of Education,San Diego,CA,0,NULL
Coachella Valley Beauty College-Hemet,Hemet,CA,0,84
Coastal Pines Technical College,Waycross,GA,0,1801
Studio Beauty School,Spokane Valley,WA,0,105
Latin Beauty Academy,greenacres,FL,0,175
Associated Barber College of San Diego,San Diego,CA,0,65
ABCO Technology,Inglewood,CA,0,126
International Sports Sciences Association,Carpinteria,CA,1,379
University of Texas Health Science Center at Tyler,Tyler,TX,0,NULL
California Intercontinental University,Irvine,CA,1,130
Infinity College,Lafayette,LA,0,149
Universal Healthcare Careers College,Los Angeles,CA,0,156
MKG Beauty & Business,Cranston,RI,0,115
New Beginnings Beauty Academy,Pine Bluff,AR,0,33
Dolce LLC The Academy,Waterbury,CT,0,42
American College of the Building Arts,Charleston,SC,0,94
River Valley School of Massage,Russellville,AR,0,13
The Beauty School,Mountain Home,AR,0,10
Atlantis University,Miami,FL,0,211
Westchester School for Dental Assistant,Elmsford,NY,0,91
K & G 5 Star Barber College,League City,TX,0,14
Studio Incamminati,Philadelphia,PA,0,49
Salon Boutique Academy,Addison,TX,0,173
GA Beauty & Barber School,McAllen,TX,0,139
The Recording Conservatory of Austin,Austin,TX,0,27
VH Barber & Styling Academy,Bossier City,LA,0,43
Bet Medrash Gadol Ateret Torah,Brooklyn,NY,0,90
Yeshiva Ohr Yisrael,Brooklyn,NY,0,46
Yeshiva Sholom Shachna,Brooklyn,NY,0,99
Elmezzi Graduate School of Molecular Medicine,Manhasset,NY,0,NULL
Professional Academy of Cosmetology,Norristown,PA,0,6
Theatre of Arts,Hollywood,CA,0,28
Westchester College of Nursing & Allied Health,Los Angeles,CA,0,6
Treasure Coast Technical College,Vero Beach,FL,0,65
American College of Barbering,Louisville,KY,0,97
Beth Medrash Meor Yitzchok,Monsey,NY,0,164
Mingo Extended Learning Center,Delbarton,WV,0,20
